username,time,text,tags,locations
Yolo Trump,Aug 8,"realDonaldTrump: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way... #YOLO",['#YOLO'],
Unfollow VP,Aug 8,"RT WhiteHouse: President realDonaldTrump has spoken with President Aoun of Lebanon.

3 large aircraft are on the way with medical supplies, food, water, and emergency equipment to help.",[],
MarhabaQatar,Aug 8,"Relief and medical aid was shipped by Qatar Red Crescent Society to Beirut, Lebanon on board of Qatari Amiri Air Force plane. This is a part of its 'Heart for Beirut' campaign in solidarity with those affected by the #BeirutExplosion.

#PrayForLebanon
@QRCS","['#PrayForLebanon', '#BeirutExplosion']",
denise ۵,Aug 8,Romania is sending 8 tonnes of medical suplies to Lebanon. So happy that my country sent help,[],
Patriot Panel,Aug 8,"realDonaldTrump: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way... We Support You MAGA 2020 …",[],
M N KHAN,Aug 8,Pakistan airforce C-130 delivers 8 tonnes of much needed medical & food supplies to Lebanon as a token of solidarity. #Beirut,['#Beirut'],
Puerto de Barcelona,Aug 8,"The 
@UN
 is supporting the Gov & people of Lebanon following Tuesday's horrific explosion.
 
Medical supplies are being delivered, search & rescue teams are on the ground & psychological support provided to families.
 
Our hearts remain with #Beirut.",['#Beirut'],
Luis Magbanta,Aug 8,"Found this video of UAE being the first responder to Lebanon's mass explosion. Emirates sent tonnes of medical and food aid. My heart is so full that my country is always there to lend a hand. Rise up again, Lebanon! 
#Lebanon #UAE #LebanonExplosion #Beirut #BeirutExplosion #Aid","['#UAE', '#LebanonExplosion', '#Aid', '#BeirutExplosion', '#Lebanon', '#Beirut']",
TraceyAdams,Aug 8,"Replying to 
@realDonaldTrump",[],
CCTV+,Aug 8,"Medical aid is coming from all corners of the world to Lebanon, with countries such as Iran and Russia setting up field hospitals to help those affected following two massive explosions in Beirut on Tuesday. 
CCTV+ to provide video
http://cctvplus.com/news/20200808/8153054.shtml…",[],
North Bengal Muslim Regiment,Aug 8,Bangladesh will send medical aid and food to Lebanon!,[],
TheSpagnositic,Aug 8,"Replying to 
@aayoub",[],
España en Líbano,Aug 8,"Spain sends emergency aid to Lebanon after Beirut’s port explosion. 
Including food, medical supplies and PPEs.
Coordinated by 
@AECID_es
 with 
@CruzRojaEsp
@Defensagob
 has offfered humanitarian support 

More info ",[],
Ranjith Rajendran,Aug 8,"Replying to 
@dahrinoor2",[],
Ahmed Haik,Aug 8,"We're in this together! #UAE sent over 43 tonnes of medical supplies to Beirut, Lebanon to help them treat thousands of wounded patients. 

#Lebanon #Beirut #LebanonExplosion #prayforbeirut #PrayForLebanon","['#prayforbeirut', '#UAE', '#LebanonExplosion', '#PrayForLebanon', '#Lebanon', '#Beirut']",
Shin Paulson,Aug 8,"I6 tonnes of medical aid send to Lebanon from UAE this will benefit Medical workers in Lebanon

#Medicalaid #UAE #Lebanon #Medicalworkers","['#Medicalaid', '#UAE', '#Medicalworkers', '#Lebanon']",
MICHAEL PARKS,Aug 8,"Replying to 
@shelldash
 and 
@realDonaldTrump",[],
Rajkumar Ramdas,Aug 8,"Replying to 
@SecPompeo",[],
Randa HABIB,Aug 8,"Trump says will join #Beirut donor conference call Sunday, after talking earlier with the conference organizer French President Macron
#Trump also said three US planes with supplies are on the way to Lebanon, as are first responders and medical workers 
@AFP","['#Trump', '#Beirut']",
Qatar Day- Pulse of Nation,Aug 8,"Lebanon lauds Qatar for rushing medical aid after Beirut blast 

#Qatar #Doha #DohaQatar #QatarAmir #Lebanon #Beirut #LebanonExplosion #BeirutBlast #MedicalAid #QatarDayNews 
https://qatarday.com/news/local/lebanon-lauds-qatar-for-rushing-medical-aid-after-beirut-blast/76601…","['#DohaQatar', '#QatarAmir', '#Doha', '#Qatar', '#QatarDayNews', '#LebanonExplosion', '#MedicalAid', '#BeirutBlast', '#Lebanon', '#Beirut']",
michel fram,Aug 8,"Replying to 
@firassabiad",[],
Laura Darrell,Aug 8,"Anything helps. Sozgin Medical Recovery Fund - Beirut, Lebanon #BeirutBlast #helpneeded 
@JayDenton","['#BeirutBlast', '#helpneeded']",
DumpTrump,Aug 8,"Replying to 
@realDonaldTrump",[],
DiversityLeaders,Aug 8,"Top story: 
@WhiteHouse
: 'President 
@realDonaldTrump
 has spoken with President Aoun of Lebanon.

3 large aircraft are on the way with medical supplies, food, water, and emergency equipment to help. ' , see more http://tweetedtimes.com/diversitylead?s=tnp…",[],
Omer Asad Bajabar,Aug 8,"#Lebanon_Bleeding #HelpLebanon 
Our brothers, sisters need urgent medical care, food, blankets. Infants, Toddlers, Children, Women & Old; impacted by the blast. Think of them and donate.  Give your donation at http://hhrd.org/Lebanon or any other Org of your choice but do give.","['#HelpLebanon', '#Lebanon_Bleeding']",
Oigetit PR,Aug 8,"Trump said Friday that he told Labanese President Michel Aoun that three large aircraft filled with medical supplies, food and water were on their way to provide assistance.

Read more: http://Oigetit.com
#Lebanon #Trump #BeirutStrong","['#BeirutStrong', '#Lebanon', '#Trump']",
Voteblue,Aug 8,"Replying to 
@VoteBlue01
 @TeamTrump
 and 2 others",[],
Sofa King,Aug 8,"Hey Trumpet do they have to pay in advance?
""spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...""",[],
Patty Hanson,Aug 8,"Replying to 
@WhiteHouse
 and 
@realDonaldTrump",[],
Ch.Amjad Farooq,Aug 8,"Replying to 
@Asad_Umar",[],
NewsNetNews,Aug 8," #BeirutBlast Official 
@WhiteHouse
 Statement by 
@NSAGov
 Robert C. O’Brien on Lebanon 2133EDT Fri 7Aug20 First wave of relief in coordination w 
@usembassybeirut
 @DeptofDefense
 @StateDept
 & 
@USAID
 includes food, water, and critical medical supplies. More Details Attached: ",['#BeirutBlast'],
joey,Aug 8,"#RT 
@realDonaldTrump
: RT 
@WhiteHouse
: President 
@realDonaldTrump
 has spoken with President Aoun of Lebanon.

3 large aircraft are on the way with medical supplies, food, water, and emergency equipment to help.",['#RT'],
Potus Archive,Aug 8,"...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
JerJer Bear,Aug 8,"Replying to 
@Gemini21BLM
 @MatthewJshow
 and 2 others",[],
Trumps Secret Diary,Aug 8,"Dear Diary, ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
RCSandersNBTX,Aug 8,"Replying to 
@realDonaldTrump",[],
Brennan Morrissey,Aug 8,"Here is trump, sending planes full of doctors and nurses, food, medical supplies and more help to Lebanon, yet people are reacting to it in a bad way? Come on, get over yourselves",[],
Jim Edwards,Aug 8,"Replying to 
@WhiteHouse
 and 
@realDonaldTrump",[],
Sierra Mike AMB,Aug 8,"The Royal Moroccan Armed Forces sent a military field hospital to #Lebanon yesterday, consisting of more than 100 medical personnel.
Moroccan aircraft's transported more than 120 tons of equipment to equip the hospital with everything needed.
#Morocco #Beyrouth #libanonexplosion","['#Beyrouth', '#Morocco', '#libanonexplosion', '#Lebanon']",
Trumpwatch,Aug 8,"RT realDonaldTrump ""...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...""",[],
The Faithful Parker,Aug 8,"RT realDonaldTrump: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
Shawn McClung,Aug 8,"realDonaldTrump: RT WhiteHouse: President realDonaldTrump has spoken with President Aoun of Lebanon.

3 large aircraft are on the way with medical supplies, food, water, and emergency equipment to help.  #Trump2020 #AmericanPride","['#Trump2020', '#AmericanPride']",
Sofis Blanco,Aug 8,"Replying to 
@WhiteHouse
 and 
@realDonaldTrump",[],
Thompson for President 2020,Aug 8,"Replying to 
@TimesofIsrael",[],
WesternU,Aug 8,"Western University of Health Sciences welcomed more than 340 new osteopathic medical students to its Pomona, California and Lebanon, Oregon campuses Aug. 7, 2020.
https://news.westernu.edu/westernu-comp-and-comp-northwest-students-step-into-a-new-era-of-health-care/…
@COMP_Pomona
 @COMP_Northwest",[],
UnfollowTrump,Aug 8,"RT realDonaldTrump: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
Another Reason to Vote for Biden/Harris,Aug 8,"Trump is unfit:

President realDonaldTrump has spoken with President Aoun of Lebanon.

3 large aircraft are on the way with medical supplies, food, water, and emergency equipment to help. 

— The White House (WhiteHouse) August 8, 2020",[],
Donald J Trump Cat,Aug 8,"RT 
@Trumphouse
: Presicat 
@realDonaldTrump
 has spoken with Presicat Aoun of Lebanon.

3 large aircraft ar on teh way with medical supplie…",[],
STFU Donny!!!,Aug 8,"SHUT THE FUCK UP DONNY!!! YOU'RE OUT OF YOUR ELEMENT!!! RT 
@realDonaldTrump
: RT 
@WhiteHouse
: President 
@realDonaldTrump
 has spoken with President Aoun of Lebanon.

3 large aircraft are on the way with medical supplie…",[],
surrealDonaldTrump,Aug 8,"...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
DonaldFace TrumpPants,Aug 8,"...AT 3pm ThiS afTerNoOn, SPokE tO pReSIdEnT AouN Of LebANon TO iNfOrM hIm THat 3 LaRge AIrcRAfT aRE oN thE wAy, LOaDed UP wItH mEdiCaL sUPpLiEs, fOOd ANd wAteR. AlsO, fiRsT ReSpOnDeRs, TEcHnIcIAnS, DoCtOrs, And NurSeS On tHe WaY...",[],
AFP news agency,Aug 8,"#UPDATES Trump, who talked earlier with the conference's organizer French President Macron, tweets ""everyone wants to help!""
Trump also says three US planes with supplies are on the way to Lebanon, as are first responders and medical workers",['#UPDATES'],
Tr0nald J. Tr0nmp,Aug 8,"PrEsIdEnT 
@rEaLdOnAlDtRuMp
 hAs sPoKeN WiTh pReSiDeNt aOuN Of lEbAnOn.

3 lArGe aIrCrAfT ArE On tHe wAy wItH MeDiCaL SuPpLiEs, FoOd, WaTeR, aNd eMeRgEnCy eQuIpMeNt tO HeLp.",[],
cueBoAriver,Aug 8,"@realDonaldTrump
 
nouns : President,Lebanon,large,aircraft,medical
verbs : 
adjectives : spoken,large,medical
adverbs : large
rest : RT,W",[],
Donald Snake Trump,Aug 8,"...At 3pm thisss afternoon, sssspoke to Presssssident Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical SSSSSSuppliessssss, Food and Water. Alssssso, Firsssst Resssssponderssssss, Technicianssss, Doctorssssss, and Nursssssesssss on the...",[],
President Trump bot,Aug 8,"RT realDonaldTrump: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
Kelly Taipu,Aug 8,"RT realDonaldTrump: ...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",[],
Mountain Poet,Aug 8,"Replying to 
@katwomanfifi",[],
Queen NomNom De Plume,Aug 8,"Couldn't help noticing. 
Trump: ""OMG, poor pplz in Beirut, 100s dead. Federal USA is sending 2 Hercules planes of help, PPE, medical supplies, drs/nurses/first responders to Lebanon."" 
This is the man who has never expressed tiniest bit of sympathy to 160,000 US covid-19 victims.",[],
Kathlina Bergeron,Aug 8,So as usual he only talks the talk also read how he's sending Lebanon all kinds of medical supplies medications nurses and drs so he can send a heart felt message of support to middle east but he pretty much spit on all of us.trump followers better wake up as he cares nothing 4 u,[],
Human Appeal,Aug 8,Please donate to help us provide emergency food and medical aid to the people of Lebanon below: https://humanappeal.org.uk/appeals/lebanon-emergency-appeal…,[],
Team Trump (Text VOTE to 88022),Aug 8,"President 
@realDonaldTrump
 on U.S. assistance to Lebanon after the Beirut explosion: Three large aircrafts are on the way with medical supplies, food, and water

""We stand firmly with the people of Lebanon.""",[],
Dave,Aug 8,"@JoeBiden
 @SenateDems
 @SpeakerPelosi
 @DemGovs
 @realDonaldTrump
  trump press conference . Ignore the horrid unemployment rate of 14.8. Threaten congress for another tax cut . Send medical supplies to Lebanon when we need supplies HERE. Finally, the virus will magically go away !",[],
kel loves sappynappy,Aug 8,"i dont like trump, but he sent 3 planes with medical supplies and nurses and doctors to lebanon",[],
Katrina Mckim,Aug 8,"@CNN
 Did I hear the President right when he said he's sending planes to Lebanon full of medical equipment food water and supplies because that was the worst thing that had happened in the world in a long time?! Send the same plus testing to your states? Is this pandemic the worst",[],
