,tweet,username,lang
6078,               322        2  pictwittercomwl7js,larissaaounsky,ar
6079,"                           

",danydiab1,ar
6080,"       
   pictwittercomrdcf58",samihelbacha,ar
6081,"  



             
",latestnews2026,ar
6082,              pictwittercomuu,husseinalawad3,ar
6083,"     

    



",zeineddinereem,ar
6084," 

   ",husseinalawad3,ar
6085,                httpswwwelfagrcom33tvktwtwitter,pascalbachalani,ar
6086,"       
   ",tibayoussef,ar
6087,"                 
",danydiab1,ar
6088,                             ovid  lebanon,elchoueiry,ar
6089,"               
",danydiab1,ar
6090,"         
         
          
   
tourism nature travel lebanon pictwittercomqcaql",nidalmajdalani,ar
6091,"               
  ",tarekjft,ar
6092,"         
 ",soukainaakil,ar
6093,       ,reemnasra,ar
6094,        httpstwittercomsamygemayelstatus285735373,roubahaddad1,ar
6095,                                        pictwittercomad5dd,abdulmayssaa,ar
6096,"       
   ",youssef88637757,ar
6097,"                   
       httpswwwfacebookcomnidalmajdalanitravels
   

   
lebanon nature adventure pictwittercomtxtpye",nidalmajdalani,ar
6098,"                  
                
       ",tonysamia,ar
6099,   pictwittercomabq8ic,3n27kussyhdrklc,ar
6100,                  coronavirus ovid ,charlesmakriss,ar
6101,"     


  
  
 
 
 
 
 
 
 
 
 
 
 
 
 
   pictwittercoms3umec",magazineazharel,ar
6102,"               

",danydiab1,ar
6103,            bbc               ,abdulmayssaa,ar
6104,"           
                         pictwittercomfiqk8",magazineazharel,ar
6105,          ,nadinenewscom,ar
6106,      ,sisi6226,ar
6107,  pictwittercomrtoyj3,samihelbacha,ar
6108,"                          
    
  amadhassan2        ",sisi6226,ar
6109,"    
      
       
      
      
     
aqaddom",daoumark,ar
6110,                                        ,ayashfar,ar
6111,"           
 
  ",mohamad_k_jabr,ar
6112,"  
  
  
                         
         realonaldrump pictwittercomy8wf3",magazineazharel,ar
6113,                ,ahmadzakaria199,ar
6114,"                 
              
        ",anwararabii,ar
6115,"  
             
      2  pictwittercomq2ps",164sm_maher,ar
6116,                            pictwittercomcy2qf,larissaaounsky,ar
6117,"                          
   5       3   
         
  ",anwararabii,ar
6118,                   pictwittercombvpdqp,hishamawar1,ar
6119,"               
   
  httpstwittercomhanakstatus28533782785",husseinalawad3,ar
6120," 5    2   8 
ebanon",mkafrouny,ar
6121,5       22              ,kamar_bahaa,ar
6122,           ,nadinenewscom,ar
6123,"                           

",danydiab1,ar
6124,"                
              
",alaa_tarshishi1,ar
6125,"        

           

                
",celine_ib,ar
6126,"              
      ",ali_rahhal1,ar
6127,"        
mbeirut amdanohammed hkohd aifayed aryaminahad hmedinaeed ansoor aktoumohammed ohamedinayed ayed amdaninayed amdaninayed amadlhamsi halaflabtoor pictwittercomc2lkw",magazineazharel,ar
6128,               ,frangiehnajwa,ar
6129,      pictwittercompjwlfu,samihelbacha,ar
6130,"f you are interested by publichealth  please join the inkedn group launched by r ade halife ifferent backgrounds and international are welcome
iscussions will turn around any challenging topic 
edwitter
lobalealth

coronavirus

 pictwittercomunqv",lamsalebanon,en
6131,"               


",eleezk,ar
6132,"  
   
 
  
      httpstwittercomabeernassserstatus28252",husseinalawad3,ar
6133, hank you to follow safety measures covid   httpstwittercomlamsalebanonstatus273837278,lamsalebanon,ar
6134,ame here ebanon    httpstwittercomarkevinestatus285728553,lamsalebanon,ar
6135,"       
  
       
 ",alifarhat96,ar
6136,"          
   


",haithamelmasri,ar
6137,"        

                                         
     ",_eliemerheb,ar
6138,"      
ebanon",mkafrouny,ar
6139,          5 ,magazineazharel,ar
6140,                                 ,magazineazharel,ar
6141,"       

        ",husseinalawad3,ar
6142," resumes  trials and i not weakening it needs many mutations for that and many generations ydroxycloroquine
coronavirus
edd
edwitter

 httpswwwmedscapecomviewarticle37srciphonerefemail via edscape",lamsalebanon,en
6143,"    32         
ebanon",mkafrouny,ar
6144,  ,plus_la_meme,ar
6145,"                
  
     
 httpswwwfacebookcom888878878785875 pictwittercomje8es",doha_611,ar
6146,       pictwittercomip7n8drjec,larissaaounsky,ar
6147,                                  httpstwittercomirtualfriend5status28738235,ayashfar,ar
6148,           app                ,ayashfar,ar
6149,          ,nadinenewscom,ar
6150,"            25       
ebanon",mkafrouny,ar
6151,"                                        
 oronavirus ovid
  pictwittercomqd",omsarswmp,ar
6152,"        
        
       
   



",lamsalebanon,ar
6153,"                              
              ",mohamedmotaweh,ar
6154,              httpstwittercomhadafficialstatus2828375252,mousa_abdallah,ar
6155,"               

",danydiab1,ar
6156,,hussein_bader,ar
6157,        httpstwittercomalamhaleel3status285587,ghadifrancis,ar
6158,"                                                
",marwaharb97,ar
6159,                ,dargham,ar
6160,         httpstwittercomliasyoubstatus27875572532,idinbeirut,ar
6161,   ,roubahaddad1,ar
6162,"           

          antreath",youmnasherry,ar
6163,             pictwittercomtekyxw,larissaaounsky,ar
6164,"        


",youmnasherry,ar
6165,"        2  7 
ebanon",mkafrouny,ar
6166,"                                
  ",youmnasherry,ar
6167,"               

",danydiab1,ar
6168,               ,husseinalawad3,ar
6169," 
he world is still far from herdimmunity via nytimes
oronairuspdate
oronaockdown

 pictwittercomw5rgzgp",lamsalebanon,en
6170,"              
              


",nizarjml,ar
6171,            ,sisi6226,ar
6172,         ,dianatweets311,ar
6173,       ovid orona,drwissam,ar
6174,          8522  ,magazineazharel,ar
6175,"                                   52       
ovid pictwittercomzkzla",omsarswmp,ar
6176,"    
             
aliaagher
arekajzoub
",mdbarakat,ar
6177,                    ,janejocelyne9,ar
6178,"                           
",janaffadel,ar
6179,"       
ebanon",mkafrouny,ar
6180,"         
amadhassan2


 httpswwwannaharcomarticle272",qasimtfaili,ar
6181,"        
          
         
       
    
  
 ",anwararabii,ar
6182,             pictwittercomzimbw,larissaaounsky,ar
6183,    httpstwittercomaimalawistatus2732227,elieelbouty,ar
6184,      ,hdina13,ar
6185,"        
mirarara 2awaelnews
lieerheb  httpawaelnewscomp7235",_eliemerheb,ar
6186,"  3        233 
ebanon",mkafrouny,ar
6187,"               

",danydiab1,ar
6188,      3      ,magazineazharel,ar
6189,,ahmad1911,ar
6190," 
         ",zahraa_saad97,ar
6191,"   
     
 httpstwittercomidalajdalanistatus2755888",nidalmajdalani,ar
6192,       ,g_azzi,ar
6193,                         ,g_azzi,ar
6194,      ,roubahaddad1,ar
6195,            ,sam_ghanem,ar
6196,   ,ahmad1911,ar
6197,   ,mohmed_hajj,ar
6198,"             
ebanon",mkafrouny,ar
6199,             pictwittercom2spqkb,larissaaounsky,ar
6200,"          
ebanon",mkafrouny,ar
6201,"   2  27   2 
ebanon",mkafrouny,ar
6202,"    
ebanon",mkafrouny,ar
6203,"    
",mkafrouny,ar
6204,"                          
                 pictwittercomqprt",nabilmasri82,ar
6205,       ,nadinenewscom,ar
6206,                                    pictwittercomxuzu,nabilmasri82,ar
6207,           ,nadinenewscom,ar
6208,                pictwittercomdwtzh,mahmoud17121857,ar
6209,"               

",danydiab1,ar
6210,   2     ,lakisskassem,ar
6211,"                                                     
",adelbazzi0,ar
6212,"     
      

eb
mophleb
amadhassan2
ohamedehmi
  ",wardeboudaher,ar
6213,  httpstwittercomtonysalibastatus273878 pictwittercomgo7ly,sarahhsleiman,ar
6214,                                 pictwittercomhlahoup,larissaaounsky,ar
6215,                                httpstwittercomstatus28287888,mousa_abdallah,ar
6216,"covid to be ready by ctober end of the year
coronavirus
accinesork

 httpsmbusinesstodayincdnampprojectorgcsmbusinesstodayinlitestorycoronavirusvaccinepfizerceoclaimscovidmedicinereadybyoctoberend22astrazenecaoxforduniversity53html",lamsalebanon,en
6217,                pictwittercomenaj,moh_ibrahim2019,ar
6218,                                    ,stephanykordahi,ar
6219,              pictwittercompqh2,magazineazharel,ar
6220,                                 ,sisi6226,ar
6221,"                
",adelbazzi0,ar
6222,"  
   
  
  ",eliesaa87125586,ar
6223,"isk in lockdown ease too soon warm scientists 
 httpswwwbbccomnewsuk5285832
coronavirus ovid  healthcare",lamsalebanon,en
6224,                                                  ,malham_a,ar
6225,onf            ,loreemad,ar
6226,                      pictwittercomtham,samihelbacha,ar
6227,"        
    
         ",mkafrouny,ar
6228,"               

",danydiab1,ar
6229,"              
",kanbaralaa,ar
6230,        2    pictwittercomkjbum5,magazineazharel,ar
6231,           ,nadinenewscom,ar
6232,         3         pictwittercomm3cyano,larissaaounsky,ar
6233,"          

           ",husseinalawad3,ar
6234,                   httpstwittercomawaddrastatus25372237553,issaabdullatif,ar
6235,          ,wmrdxxmj2p0e0mz,ar
6236,     pictwittercomcu3j58,youssef_m83,ar
6237,"                             
   
 
sunsets photooftheday lackivesatters pictwittercomhrq",nidalmajdalani,ar
6238,   bbc           pictwittercommu7cl,abdulmayssaa,ar
6239," 
                           ",husseinsharara1,ar
6240,                 pictwittercomkteb,larissaaounsky,ar
6241," 
 
                        ",8mxqjs41jaz5tck,ar
6242,           ,nadinenewscom,ar
6243,"               

",danydiab1,ar
6244,     3           72  pictwittercomz75gnw,larissaaounsky,ar
6245,         ,sisi6226,ar
6246,    ,sisi6226,ar
6247,          ,sisi6226,ar
6248,                                     ,diana31080,ar
6249,                        ,elizekhoury,ar
6250,                              pictwittercomf2umvw,sobhiyanajjar,ar
6251,     httpstwittercomidalajdalanistatus2557388,nidalmajdalani,ar
6252,                                          ,joqrhq1mvgynxcm,ar
6253,            assan to  o date we have conducted around 7  tests in ebanon  httpswwwmtvcomlbenewsiveeed5assantoccolodatewehaveperformedaround7testsinebanon  mtvlebanonnews,qdhdtmgkjx4l7mo,ar
6254,    ,qdhdtmgkjx4l7mo,ar
6255,sarelwaket                                         ,mona629308751,ar
6256,he tobacco industry in lebanon is sponsoring mophleb  ust a reminder ay 3 is orldoobaccoay 22     ,lamsalebanon,ar
6257,         ,lamsalebanon,ar
6258,        5               pictwittercomldr8dq,samihelbacha,ar
6259,            ,elissar_byblos,ar
6260,"          
         
          
        ",sisi6226,ar
6261,       ,zahraa_saad97,ar
6262,             ,nadinenewscom,ar
6263,"    
  
  
  
  
  
  

  
   

   
  

      ",wardeboudaher,ar
6264,"      
           
  
sunset lebanon photooftheday byblos pictwittercomkn5g",nidalmajdalani,ar
6265,sychologicalsupport for all engaged in  crisis in particular women who constitutes 7 of health  social workers nternationalomensealthay ealthyiving ,lamsalebanon,en
6266,"he study behind the decision of  to halt trials using ydroxycloroquine 
 patients receiving it are dying at higher rate   via guardian httpswwwtheguardiancomscience22may28questionsraisedoverhydroxychloroquinestudywhichcausedwhotohalttrialsforcovid",lamsalebanon,en
6267,t is about changing our behaviors ,lamsalebanon,ar
6268,                   ,nadinenewscom,ar
6269,           ,hassanzshami,ar
6270,               pictwittercomzgwj2z,larissaaounsky,ar
6271,"               

",danydiab1,ar
6272,"              
                      
      pictwittercomjnhi",tyrepage,ar
6273,"             
",chaddad_hassan,ar
6274,"       
           
                   
        
  ",sisi6226,ar
6275,"            
          httpstwittercomsamykleybstatus2573258777727",issaabdullatif,ar
6276,  ,diana31080,ar
6277,"              
        positive
           
arma how  love you

      ",josiannehaddad,ar
6278,                httpsyoutubetwoo5u8 via ouube,larissaaounsky,ar
6279,                pictwittercom3p73,larissaaounsky,ar
6280,              ,youssef88637757,ar
6281,"               

",danydiab1,ar
6282,                                        pictwittercomdkwujy,hishamawar1,ar
6283,"                    
     
 
photo nature billionshadesofgreen ateohannel ateo   httpstwittercomidalajdalanistatus2587523 pictwittercomfn",nidalmajdalani,ar
6284,"              5   

",nader83359730,ar
6285,"   
              pictwittercombslqi",abuhawlozaiter,ar
6286,   pictwittercomugxsq,sarahhsleiman,ar
6287,"
amadhassan2
mophleb

 pictwittercom85yayi",qasimtfaili,ar
6288,              pictwittercomxnpu8tjs,larissaaounsky,ar
6289,"
eb
mophleb pictwittercomcgcji38",qasimtfaili,ar
6290,"               

",danydiab1,ar
6291,  2      ,magazineazharel,ar
6292,"           
 
  
  ",akourygeorges,ar
6293,               ,nadinenewscom,ar
6294,"
 
       ",basharalimokdad,ar
6295,"      
                 
     
redits ahmoudhkoudra yreage yreity pictwittercomeiuj5",tyrepage,ar
6296,                      httpstwittercomnadimgemayelstatus25885775,rayaderjani,ar
6297,    pictwittercom2aw2b,samihelbacha,ar
6298,ohamedehmi ohamedehmi                                      ,ishak_marie,ar
